id,descripcion,laboratorio,condicion_venta,precio_unitario,year_compra,year_caducidad,porcentaje_efectividad,Ventas_Totales_Year
2329,NATUARTROL JARABE,LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Indirecta,20000,2021,2025,85,489000
2355,"PARCHE LEÓN ÁRNICA, HANSAPLAST",BEIERSDORF S.A.,Indirecta,20000,2020,2023,83,456000
2362,VARIMED GEL 10% P/P,ALS DISTRIBUIDORA LIMITADA,Indirecta,20000,2020,2023,85,488000
2395,FLEMILAR JARABE 35 mg/ 5 mL,INTERPHARMA S.A.,Directa,20000,2020,2024,86,329000
2434,GC-FLU PEDIÁTRICA  VACUNA ANTIINFLUENZA  INACTIVADA FRACCIONADA SUSPENSIÓN INYECTABLE,LABORATORIO BIOSANO S.A.,Directa,20000,2022,2024,87,373000
5,"GC-FLU VACUNA ANTIINFLUENZA INACTIVADA, FRACCIONADA SUSPENSIÓN INYECTABLE",LABORATORIO BIOSANO S.A.,Indirecta,19000,2021,2025,84,526000
23,FAXET SOLUCIÓN TÓPICA,LABORATORIOS  EUROMED CHILE S.A.,Indirecta,19000,2020,2023,80,333000
28,PARACETAMOL SUPOSITORIOS 125 mg,BESTPHARMA S.A.,Directa,19000,2021,2025,89,464000
39,CARISTOP COMPUESTO PASTA DENTAL BIFLUORADA,LABORATORIO MAVER S.A.,Directa,19000,2021,2025,89,534000
41,DOLORUB CREMA TÓPICA 5%,LABORATORIO MAVER S.A.,Directa,19000,2019,2023,90,523000
42,ADFEN COMPRIMIDOS RECUBIERTOS 200 mg,QUÍMICA Y PUBLICIDAD ALFER LTDA.,Directa,19000,2019,2024,88,385000
53,CEBION 2000 COMPRIMIDOS EFERVESCENTES 2 g,MERCK S.A.,Directa,19000,2022,2025,97,511000
79,LECHE DE MAGNESIA PHILLIPS REGULAR,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,19000,2022,2023,84,507000
92,NIOFEN FORTE SUSPENSIÓN ORAL 200 mg/5 mL,LABORATORIOS RECALCINE S.A.,Indirecta,19000,2019,2025,99,413000
104,BENYLIN JARABE,JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.,Directa,19000,2019,2025,94,479000
107,ALITEN SOLUCIÓN TÓPICA,LABORATORIOS ANDRÓMACO S.A.,Directa,19000,2021,2023,93,456000
116,ELISARN LOCIÓN 5%,LABORATORIOS ANDRÓMACO S.A.,Directa,19000,2022,2023,93,414000
119,FLUIBRON SOLUCIÓN PARA GOTAS ORALES,LABORATORIOS ANDRÓMACO S.A.,Indirecta,19000,2021,2024,99,447000
144,CARBAMIDA PEROXIDO GEL TÓPICO 10%,MASTER CARE S.A.,Directa,19000,2020,2023,91,430000
147,CROWNE-F PASTA DENTAL,MASTER CARE S.A.,Directa,19000,2021,2024,95,548000
154,"GLICERINA PEDIÁTRICA SUPOSITORIOS 0,875 g",LABORATORIOS  EUROMED CHILE S.A.,Directa,19000,2019,2025,99,483000
155,TALCO MENTOLADO POLVO TÓPICO 2%,LABORATORIOS  EUROMED CHILE S.A.,Directa,19000,2021,2025,81,358000
160,AFTER BITE SOLUCIÓN USO TÓPICO,LABORATORIOS SILESIA S.A.,Indirecta,19000,2020,2023,82,466000
208,AGUA DEL CARMEN SOLUCIÓN ORAL,LABORATORIO PASTEUR S.A.,Indirecta,19000,2022,2025,86,436000
209,BÁLSAMO ANALGÉSICO PASTEUR UNGÜENTO TÓPICO,LABORATORIO PASTEUR S.A.,Indirecta,19000,2021,2023,82,538000
247,HI-C CÁPSULAS 500 mg,LABORATORIO PASTEUR S.A.,Indirecta,19000,2021,2023,86,379000
254,BACILAN POLVO,INSTITUTO SANITAS S.A.,Directa,19000,2021,2025,86,427000
308,FINARTRIT COMPRIMIDOS,LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Directa,19000,2020,2025,91,537000
362,"SICCAFLUID GEL OFTÁLMICO 0,25%",LABORATORIOS ANDRÓMACO S.A.,Indirecta,19000,2022,2025,88,507000
441,IBUPROFENO INFANTIL SUSPENSIÓN ORAL 100 mg/5 mL,LABORATORIO CHILE S.A.,Indirecta,19000,2021,2023,97,544000
536,AMBROXOL CLORHIDRATO JARABE 30 mg/5 mL,EXPORTADORA Y COMERCIALIZADORA DE PRODUCTOS FARMACÉUTICOS  LTDA.,Indirecta,19000,2021,2024,99,434000
573,ENO GUARANÁ SAL DE FRUTA,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,19000,2020,2023,83,474000
589,NIOFEN GEL TÓPICO 5%.,LABORATORIOS RECALCINE S.A.,Indirecta,19000,2021,2023,80,443000
594,HIPERFLEX K FORTE COMPRIMIDOS,LABORATORIOS LAFI LTDA.,Indirecta,19000,2020,2025,97,339000
601,COTIBIN INFANTIL JARABE 160 mg/mL,LABORATORIOS ANDRÓMACO S.A.,Directa,19000,2022,2023,96,433000
606,"ATAC POLVO PARA SUSPENSIÓN ORAL 125 mg/5 mL, CON SOLVENTE",LABORATORIOS RECALCINE S.A.,Indirecta,19000,2022,2024,92,488000
635,PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL,DROGUERÍA FARMOQUÍMICA DEL PACÍFICO  LTDA.,Directa,19000,2019,2023,97,365000
644,GAVISCON LIMÓN 250 COMPRIMIDOS MASTICABLES,RECKITT BENCKISER CHILE S.A.,Indirecta,19000,2020,2024,99,373000
661,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIO MAVER S.A.,Directa,19000,2021,2025,88,475000
684,NUROFEN EXPRESS COMPRIMIDOS RECUBIERTOS 200 mg,RECKITT BENCKISER CHILE S.A.,Directa,19000,2022,2024,97,516000
702,REPELEX NF AEROSOL,INSTITUTO SANITAS S.A.,Indirecta,19000,2022,2024,94,331000
714,CHLOROHEX SOLUCIÓN TÓPICA 2%,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Indirecta,19000,2020,2025,84,433000
727,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIOS ANDRÓMACO S.A.,Directa,19000,2019,2024,87,364000
729,ÁCIDO ASCÓRBICO POLVO EFERVESCENTE EN SOBRES 1.000 mg,QUÍMICA Y PUBLICIDAD ALFER LTDA.,Indirecta,19000,2022,2024,88,479000
762,ULPEPTIN SUSPENSIÓN ORAL 262 mg/15 mL,LABORATORIO BAGÓ DE CHILE S.A.,Indirecta,19000,2020,2025,88,352000
796,GLANDOF COMPRIMIDOS 500 mg,OPKO CHILE S.A.,Directa,19000,2021,2025,91,509000
801,FISIOLAX CÁPSULAS BLANDAS 12 mg,BESTPHARMA S.A.,Directa,19000,2019,2023,83,491000
848,ÁCIDO ASCÓRBICO COMPRIMIDOS MULTISABOR 100 mg,LABORATORIO CHILE S.A.,Directa,19000,2019,2025,95,457000
850,ESVIT-C MULTISABOR COMPRIMIDOS 100 mg,LABORATORIO CHILE S.A.,Directa,19000,2022,2023,86,331000
971,DULINAS POMADA PARA COCEDURAS,ALPES CHEMIE S.A.,Indirecta,19000,2020,2025,95,450000
977,"BABYLAX ENEMA INFANTIL, FLEET",LABORATORIOS RIDER LTDA.,Directa,19000,2022,2024,82,504000
998,TAPSIN SIN CAFEÍNA INFANTIL COMPRIMIDOS MASTICABLES 80 mg,LABORATORIO MAVER S.A.,Directa,19000,2021,2025,94,391000
1022,REHSAL - 90 POLVO PARA SOLUCIÓN ORAL,LABORATORIO CHILE S.A.,Indirecta,19000,2020,2023,94,489000
1023,REHSAL - 60 POLVO PARA SOLUCIÓN ORAL,LABORATORIO CHILE S.A.,Directa,19000,2021,2025,96,339000
1025,RESTOL CÁPSULAS 10 mg,LABORATORIO CHILE S.A.,Directa,19000,2022,2024,99,429000
1034,CARIAMYL CREMA TÓPICA,LABORATORIOS PRATER S.A.,Directa,19000,2019,2023,100,470000
1043,PANADOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Directa,19000,2019,2025,83,350000
1056,VE-RELAX EMULSIÓN ORAL,LABORATORIO CHILE S.A.,Directa,19000,2020,2025,85,449000
1061,Respide Jarabe 2 mg/5 mL,LABORATORIO CHILE S.A.,Indirecta,19000,2020,2025,99,346000
1075,CATAFLAM EMULGEL D.D.A. CREMA 1%,NOVARTIS CHILE S.A.,Directa,19000,2022,2024,92,491000
1098,WINASORB SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIOS LAFI LTDA.,Directa,19000,2021,2023,95,437000
1148,AB ANTISÉPTICO BUCAL COMPRIMIDOS MASTICABLES 5 mg,LABORATORIOS SAVAL S.A.,Directa,19000,2022,2024,81,395000
1161,ATAC COMPRIMIDOS 100 mg,RECBEN XENERICS FARMACÉUTICA LTDA.,Directa,19000,2020,2024,80,392000
1189,STRI-DEX FORTE TOALLAS IMPREGNADAS CON SOLUCIÓN 2%,LABORATORIOS RIDER LTDA.,Indirecta,19000,2019,2023,100,474000
1193,NOVALGINA SOLUCIÓN ORAL PARA GOTAS 500 mg/mL,SANOFI-AVENTIS DE CHILE S.A.,Indirecta,19000,2021,2024,85,479000
1199,MUCOSOLVAN FORTE 30mg/ 5 mL,BOEHRINGER INGELHEIM LTDA.,Directa,19000,2022,2023,98,411000
1229,HI-C 2000 COMPRIMIDOS EFERVESCENTES,LABORATORIO PASTEUR S.A.,Indirecta,19000,2022,2024,81,513000
1258,IMPIDOL SUPOSITORIOS VAGINALES 100 mg,LABORATORIOS SILESIA S.A.,Indirecta,19000,2022,2024,80,375000
1262,SALONPAS-E PARCHE MEDICADO,LABORATORIOS SILESIA S.A.,Indirecta,19000,2022,2025,88,418000
1263,SALONPAS PARCHE MEDICADO,LABORATORIOS SILESIA S.A.,Directa,19000,2020,2025,81,527000
1302,PARACETAMOL COMPRIMIDOS 100 mg,BESTPHARMA S.A.,Directa,19000,2019,2025,100,358000
1363,SUPRACALM COMPRIMIDOS 1 g,TECNOFARMA S.A.,Indirecta,19000,2021,2023,98,380000
1364,METAMIZOL SÓDICO - CAFEÍNA ANHIDRA - CLORFENAMINA MALEATO COMPRIMIDOS,LABORATORIOS FASA S.A.,Indirecta,19000,2021,2024,81,336000
1408,FRESHMEL MIEL LIMÓN COMPRIMIDOS 5 mg,LABORATORIO CHILE S.A.,Directa,19000,2019,2024,99,473000
1473,PIOFIN COMPUESTO SHAMPOO,INSTITUTO SANITAS S.A.,Directa,19000,2019,2025,90,450000
1476,TOLNAFTATO CREMA TÓPICA 1%,INSTITUTO SANITAS S.A.,Indirecta,19000,2022,2023,100,456000
1483,ZNP CHAMPÚ,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Indirecta,19000,2021,2025,98,457000
1497,PARACETAMOL COMPRIMIDOS 80 mg,LABORATORIOS  EUROMED CHILE S.A.,Indirecta,19000,2021,2024,94,428000
1554,"CLEMATIS COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº10",ALS DISTRIBUIDORA LIMITADA,Directa,19000,2019,2023,84,524000
1597,VERTIGOHEEL SOLUCIÓN ORAL PARA GOTAS,Productos Farmacéuticos Heel Chile Ltda.,Indirecta,19000,2021,2023,85,404000
1598,"COMPLEJO ARMÓNICO N° 7, AESCULUS COMPUESTO SOLUCIÓN ORAL PARA GOTAS",LABORATORIO SEREY S.A.,Directa,19000,2021,2024,90,456000
1654,RUTA D6 GLÓBULOS,LABORATORIO SEREY S.A.,Indirecta,19000,2020,2025,91,519000
1656,SILICEA D6 GLÓBULOS,LABORATORIO SEREY S.A.,Indirecta,19000,2022,2023,80,494000
1663,ESTOMAKIND COMPRIMIDOS,PARACELSUS S.A.,Indirecta,19000,2021,2024,93,490000
1664,DENTOKIND COMPRIMIDOS,PARACELSUS S.A.,Directa,19000,2020,2024,85,336000
1731,SIMILIA N° 102,LABORATORIO HOCHSTETTER S.A.,Indirecta,19000,2022,2025,100,424000
1734,SIMILIA N° 105,LABORATORIO HOCHSTETTER S.A.,Directa,19000,2020,2025,100,431000
1741,SIMILIA Nº 112,LABORATORIO HOCHSTETTER S.A.,Indirecta,19000,2021,2024,84,416000
1754,SIMILIA Nº 125,LABORATORIO HOCHSTETTER S.A.,Indirecta,19000,2020,2023,100,347000
1760,GLÓBULO COMPUESTO Nº 1,KNOP LABORATORIOS S.A.,Indirecta,19000,2019,2023,80,487000
1771,GLÓBULO COMPUESTO Nº 10 A,KNOP LABORATORIOS S.A.,Indirecta,19000,2020,2023,94,516000
1782,GLÓBULO COMPUESTO Nº 20,KNOP LABORATORIOS S.A.,Directa,19000,2020,2025,98,357000
1840,IKOPLEX Nº 8 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,19000,2021,2025,89,427000
1899,GALEGA D4 SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Indirecta,19000,2021,2025,92,513000
1997,GLÓBULOS COMPLEJOS 107,KNOP LABORATORIOS S.A.,Directa,19000,2021,2023,96,444000
2015,GLÓBULOS COMPLEJOS 138,KNOP LABORATORIOS S.A.,Directa,19000,2019,2025,90,520000
2046,DAMIANA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Indirecta,19000,2021,2024,90,545000
2079,SIMILIA Nº 155,LABORATORIO HOCHSTETTER S.A.,Indirecta,19000,2022,2023,85,455000
2102,GLÓBULOS HOMEOPÁTICOS SIMPLES C200,KNOP LABORATORIOS S.A.,Directa,19000,2019,2025,91,411000
2163,JARABE PALTO INFANTIL,LABORATORIO MAVER S.A.,Directa,19000,2021,2024,95,453000
2164,PALTOMIEL PLUS JARABE,LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Directa,19000,2019,2024,90,431000
2200,"AVENA SATIVA EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES",KNOP LABORATORIOS S.A.,Indirecta,19000,2020,2025,82,536000
2239,ARMONYL SIN CRATAEGUS CON MANZANILLA SOLUCIÓN ORAL PARA GOTAS,LABORATORIO MAVER S.A.,Directa,19000,2022,2025,90,484000
2246,TÉ KNOP N°10,FITOLAB KNOP LTDA.,Directa,19000,2021,2024,97,466000
2250,CIRUELAX SABOR TUTTI FRUTTI JALEA LAXANTE,LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Directa,19000,2021,2023,84,405000
2255,VENASTAT CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 290 mg,BOEHRINGER INGELHEIM LTDA.,Directa,19000,2019,2024,80,507000
2260,COMPRIMIDOS MILLAHUEN,LABORATORIO HOCHSTETTER S.A.,Indirecta,19000,2019,2025,81,544000
2279,TÉ DE OLIVO COMPUESTO,LABORATORIO HOCHSTETTER S.A.,Directa,19000,2021,2024,81,469000
2291,CIRUELAX COMPRIMIDOS 500 mg,LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Directa,19000,2022,2023,97,488000
2310,FLUQUINAX SOLUCIÓN ORAL PARA GOTAS,DISTRIBUIDORA HB INNOVATIVE LTDA.,Directa,19000,2020,2024,87,385000
2322,TINTURA DE VALERIANA AL 20%,LABORATORIO VALMA LTDA.,Directa,19000,2021,2023,97,376000
2326,SI - LAX GRANULADO,MASTER CARE S.A.,Directa,19000,2022,2023,87,441000
2327,HANSAPLAST PARCHE TÉRMICO LEÓN CON CAPSAICINA,BEIERSDORF S.A.,Indirecta,19000,2019,2025,86,397000
2331,TINTURA DE VALERIANA,LABORATORIO VOLTA S.A.,Directa,19000,2019,2025,97,422000
2354,FIBROVATA POLVO PARA SUSPENSIÓN ORAL,FARMACÉUTICA MED - CELL  LTDA.,Directa,19000,2022,2023,93,492000
2366,SINNAUSIN CÁPSULAS 100 mg,LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Directa,19000,2019,2025,100,367000
2375,ABRIELIX JARABE 35 mg/ 5 mL,LABORATORIOS FASA S.A.,Directa,19000,2021,2025,91,516000
2376,SINTOSIN JARABE 35 mg/5 mL,LABORATORIO MAVER S.A.,Directa,19000,2021,2023,96,450000
2386,CIRUELAX JALEA LAXANTE 1% p/p,LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Directa,19000,2022,2024,91,521000
2398,EFECTILAX COMPRIMIDOS RECUBIERTOS 75 mg,LABORATORIO GARDEN HOUSE HOLDING S.A.,Directa,19000,2021,2024,83,482000
2412,ACEITE DE RICINO SABOR A MENTA,LABORATORIO VALMA LTDA.,Indirecta,19000,2020,2023,86,328000
2493,PARACETAMOL SUPOSITORIOS 125 mg,BESTPHARMA S.A.,Indirecta,19000,2021,2024,84,527000
7,FLUAZUR PEDIÁTRICO VACUNA ANTIINFLUENZA INACTIVADA SUSPENSIÓN INYECTABLE,NOVARTIS CHILE S.A.,Directa,18000,2022,2023,88,493000
8,BIOVAC-FLU VACUNA ANTIFLUENZA FRACCIONADA INACTIVADA SUSPENSIÓN INYECTABLE,LABORATORIO BIOSANO S.A.,Indirecta,18000,2020,2023,93,521000
22,DICHLOREXAN SOLUCIÓN TÓPICA  2 %,DIFEM LABORATORIOS S.A.,Indirecta,18000,2020,2025,82,514000
63,ILIADIN SOLUCIÓN OFTÁLMICA,MERCK S.A.,Indirecta,18000,2022,2023,100,355000
132,POLIVITAMÍNICO CON MINERALES JARABE,LABORATORIOS ANDRÓMACO S.A.,Indirecta,18000,2020,2024,86,537000
142,HANSAPLAST APÓSITO 40%,BEIERSDORF S.A.,Directa,18000,2021,2023,84,427000
150,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,OPKO CHILE S.A.,Directa,18000,2021,2025,93,449000
181,PARACETAMOL JARABE 100 mg/5 mL,LABORATORIO PASTEUR S.A.,Indirecta,18000,2019,2024,94,465000
193,T.R.O. SALES PARA REHIDRATACIÓN ORAL 60 mEq/L SODIO,LABORATORIO VALMA LTDA.,Directa,18000,2022,2025,93,451000
309,COTIBIN ANTIGRIPAL COMPRIMIDOS RECUBIERTOS,LABORATORIOS ANDRÓMACO S.A.,Indirecta,18000,2019,2024,96,337000
370,"FASALIMP FORTE SOLUCIÓN NASAL PARA NEBULIZACIÓN 0,9%",LABORATORIOS FASA S.A.,Indirecta,18000,2019,2023,89,462000
378,CALORUB CREMA,DROGUERIA HOFMANN S.A.C.,Indirecta,18000,2021,2025,100,499000
391,"VOLTAREN AEROSOL TÓPICO 1,16%",NOVARTIS CHILE S.A.,Directa,18000,2022,2023,86,509000
407,"ACRYLARM GEL OFTÁLMICO 0,2%",PHARMA INVESTI DE CHILE S.A.,Directa,18000,2019,2024,92,528000
417,DIBUNAFON JARABE,ALPES CHEMIE S.A.,Indirecta,18000,2021,2024,83,329000
442,CALMATOL JARABE,DROGUERÍA FARMOQUÍMICA DEL PACÍFICO  LTDA.,Directa,18000,2020,2025,96,540000
449,ACTRON PEDIÁTRICO SUSPENSIÓN ORAL 100 mg/5 mL,BAYER S.A.,Directa,18000,2021,2023,85,347000
467,CAFIASPIRINA COMPRIMIDOS,BAYER S.A.,Directa,18000,2022,2025,87,472000
475,FINARTRIT POLVO PARA SOLUCIÓN ORAL,LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Indirecta,18000,2021,2024,85,426000
513,HEADOL PEDIÁTRICO SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIOS FASA S.A.,Indirecta,18000,2021,2023,80,479000
550,NOPUCID COMPUESTO LOCIÓN CAPILAR,LABORATORIOS RECALCINE S.A.,Directa,18000,2022,2025,95,448000
567,FLUIBRON ADULTO JARABE  30 mg/ 5 mL,LABORATORIOS ANDRÓMACO S.A.,Indirecta,18000,2019,2023,95,424000
580,TAPSIN PURO SIN CAFEÍNA COMPRIMIDOS 500 mg,LABORATORIO MAVER S.A.,Indirecta,18000,2019,2023,86,453000
583,IBUPIRAC LC CÁPSULAS BLANDAS 200 mg,CHEMOPHARMA  S.A.,Directa,18000,2022,2023,84,360000
587,ESANFRIX CREMA TÓPICA,FARMACEUTICA ESAN LTDA,Indirecta,18000,2022,2023,86,438000
591,PANCRIT COMPUESTO SOLUCIÓN PARA COLUTORIO,LABORATORIOS ANDRÓMACO S.A.,Directa,18000,2021,2025,88,478000
671,ANACIN COMPRIMIDOS RECUBIERTOS,LABORATORIOS WYETH LLC.,Indirecta,18000,2021,2025,96,359000
688,GENIOL COMPRIMIDOS MASTICABLES 160 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Indirecta,18000,2021,2023,89,473000
739,"ULPEPTIN COMPRIMIDOS MASTICABLES 262,4 mg",LABORATORIO BAGÓ DE CHILE S.A.,Directa,18000,2022,2023,95,394000
780,IBUPROFENO CÁPSULAS BLANDAS 200 mg,INSTITUTO SANITAS S.A.,Indirecta,18000,2019,2024,90,388000
788,ACTRON PEDIÁTRICO SUSPENSIÓN ORAL 200mg/5mL,BAYER S.A.,Directa,18000,2021,2024,91,329000
791,GESIDOL COMPRIMIDOS 1 g,MEDIPHARM LTDA.,Indirecta,18000,2022,2025,80,540000
795,PARACETAMOL COMPRIMIDOS 500 mg,OPKO CHILE S.A.,Directa,18000,2020,2024,94,420000
827,SALONPAS NUEVA FÓRMULA PARCHE TÓPICO,LABORATORIOS SILESIA S.A.,Indirecta,18000,2021,2025,82,520000
852,VASELINA LÍQUIDA MEDICINAL,LABORATORIO CHILE S.A.,Directa,18000,2020,2024,84,366000
854,PARACETAMOL + CAFEÍNA CÁPSULAS BLANDAS,INSTITUTO SANITAS S.A.,Directa,18000,2021,2023,85,486000
892,VITAMINA A EMULSIÓN DÉRMICA 1000 U.I./g,LABORATORIO BAGÓ DE CHILE S.A.,Directa,18000,2020,2024,94,435000
894,VITAMINA A GEL TÓPICO,LABORATORIO BAGÓ DE CHILE S.A.,Indirecta,18000,2021,2024,96,480000
919,MULTAMIN C SABOR LIMÓN COMPRIMIDOS MASTICABLES 500 mg,LABORATORIOS FASA S.A.,Indirecta,18000,2019,2025,91,464000
927,ANTISEPTIN JABÓN GERMICIDA,INSTITUTO SANITAS S.A.,Directa,18000,2020,2023,98,339000
949,METAMIZOL SÓDICO MONOHIDRATO COMPRIMIDOS 300 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa,18000,2021,2025,94,430000
964,"PIOFIN LOCIÓN AL 0,02%",INSTITUTO SANITAS S.A.,Indirecta,18000,2021,2023,83,532000
996,NO - FLU CÁPSULAS,LABORATORIO MAVER S.A.,Indirecta,18000,2019,2024,88,516000
999,TAPSIN SIN CAFEÍNA PEDIÁTRICO SOLUCIÓN ORAL PARA GOTAS,LABORATORIO MAVER S.A.,Directa,18000,2022,2024,90,370000
1019,PEPTINAL COMPRIMIDOS MASTICABLES,LABORATORIO CHILE S.A.,Directa,18000,2020,2025,90,360000
1054,TINACTIN CREMA TÓPICA 1%,KIRBY MEDICAL  PRODUCTS  CIA. LTDA.,Directa,18000,2020,2023,90,377000
1071,CROTAMITON LOCIÓN TÓPICA 10%,NOVARTIS CHILE S.A.,Indirecta,18000,2021,2025,82,382000
1093,NP-27 PLUS POLVO,ASTORGA S.A.,Directa,18000,2021,2023,89,489000
1102,VITAMINA A CREMA DÉRMICA 2.000 U.I./g,LABORATORIO BAGÓ DE CHILE S.A.,Directa,18000,2022,2025,99,481000
1124,"STRI-DEX PIEL SENSIBLE TOALLAS IMPREGNADAS CON SOLUCIÓN 0,5%",LABORATORIOS RIDER LTDA.,Directa,18000,2022,2024,80,532000
1141,MUXOL COMPRIMIDOS 30 mg,EUROLAB LTDA.,Directa,18000,2020,2025,90,422000
1178,PARACETAMOL JARABE 120 mg/ 5 mL,MASTER CARE S.A.,Directa,18000,2020,2024,80,482000
1192,NOVALGINA COMPRIMIDOS 500 mg,SANOFI-AVENTIS DE CHILE S.A.,Directa,18000,2022,2023,84,348000
1202,TABCIN COMPRIMIDOS MASTICABLES 100 mg,BAYER S.A.,Directa,18000,2019,2024,84,409000
1236,PARACETAMOL INFANTIL SUPOSITORIOS 125 mg,LABORATORIOS ANDRÓMACO S.A.,Indirecta,18000,2021,2025,81,533000
1243,"CLARIMIR SOLUCIÓN OFTÁLMICA 0,12 mg/mL",LABORATORIOS ANDRÓMACO S.A.,Directa,18000,2020,2025,93,412000
1265,TREVI JABÓN 2%,MASTER CARE S.A.,Indirecta,18000,2021,2024,85,545000
1321,ETOFENAMATO GEL TÓPICO 5%,LABORATORIOS FASA S.A.,Directa,18000,2020,2024,85,350000
1352,PIROFLAM GEL 1%,MEDIPHARM LTDA.,Directa,18000,2019,2024,82,495000
1392,"CLORURO DE ESTRONCIO, PASTA DENTAL 10%",LABORATORIOS RIDER LTDA.,Directa,18000,2019,2024,87,399000
1395,FLUOMAX-P PASTA DENTAL,MASTER CARE S.A.,Indirecta,18000,2022,2025,94,335000
1399,CADEVIT CÁPSULAS BLANDAS,LABORATORIOS RECALCINE S.A.,Directa,18000,2019,2025,92,507000
1404,DOLOPROFEN COMPRIMIDOS RECUBIERTOS 200 mg,LABORATORIO CHILE S.A.,Indirecta,18000,2019,2025,88,472000
1407,ESVIT-C COMPRIMIDOS EFERVESCENTES 2.000 mg,LABORATORIO CHILE S.A.,Indirecta,18000,2019,2024,89,333000
1455,"ALCOHOL POLIVINÍLICO SOLUCIÓN OFTÁLMICA 1,4%",INSTITUTO SANITAS S.A.,Directa,18000,2021,2024,93,406000
1462,ETOFENAMATO GEL 5%,INSTITUTO SANITAS S.A.,Directa,18000,2019,2024,93,376000
1469,LUBRICANTE OCULAR UNGÜENTO OFTÁLMICO,INSTITUTO SANITAS S.A.,Directa,18000,2021,2024,95,418000
1496,IBUGEL GEL 5%,MASTER CARE S.A.,Indirecta,18000,2021,2023,88,345000
1499,PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIOS FASA S.A.,Indirecta,18000,2021,2023,93,429000
1534,CLORURO DE BENZALCONIO - LIDOCAÍNA SOLUCIÓN PARA ATOMIZAR,DROGUERIA HOFMANN S.A.C.,Indirecta,18000,2020,2023,97,353000
1547,TALCO CALENDULADO POLVO,KNOP LABORATORIOS S.A.,Directa,18000,2020,2024,94,439000
1605,GH-102 ALGISAN SOLUCIÓN ORAL PARA GOTAS,Productos Farmacéuticos Heel Chile Ltda.,Directa,18000,2021,2023,96,548000
1684,HOMOIO Nº 14,LABORATORIO HOCHSTETTER S.A.,Directa,18000,2019,2024,87,387000
1685,HOMOIO Nº 15,LABORATORIO HOCHSTETTER S.A.,Directa,18000,2020,2025,100,339000
1698,HOMOIO Nº 28,LABORATORIO HOCHSTETTER S.A.,Directa,18000,2020,2023,90,496000
1705,HOMOIO Nº 35,LABORATORIO HOCHSTETTER S.A.,Directa,18000,2020,2024,83,543000
1788,GLOBULO COMPUESTO Nº 26,KNOP LABORATORIOS S.A.,Indirecta,18000,2022,2023,92,503000
1809,GLOBULO COMPUESTO Nº 47,KNOP LABORATORIOS S.A.,Directa,18000,2021,2023,100,439000
1846,AVENA SATIVA TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Indirecta,18000,2019,2025,88,381000
1880,OCULOHEEL SOLUCIÓN OFTÁLMICA,Productos Farmacéuticos Heel Chile Ltda.,Indirecta,18000,2019,2024,94,337000
1903,FUCUS TM SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Indirecta,18000,2019,2025,81,335000
1910,CALENDADERM UNGÜENTO TÓPICO,KNOP LABORATORIOS S.A.,Directa,18000,2021,2024,83,418000
1923,SIMILIA Nº 137,LABORATORIO HOCHSTETTER S.A.,Directa,18000,2020,2023,95,398000
1925,CHAMOMILLA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,18000,2021,2024,89,395000
